,id,qid1,qid2,question1,question2,is_duplicate
374570,374570,732841,732842,Which was the first meme created?,What was the first meme created and what is its purpose?,1
70132,70132,139394,139395,What is best i5 6th or i5 7th gen?,Which is the best i5 6th gen or 7th gen?,1
211987,211987,418092,418093,Why do I feel insecure?,Why I feel insecure?,1
51117,51117,101734,101735,What is packers and movers?,What is the meaning of packers and movers?,1
69372,69372,137894,137895,How do I prepare for cognizant campus placement online test for engineers?,Where can I find Cognizant online test previous placement papers?,1
220993,220993,435638,435639,Which is the best coaching institute for GATE?,Which is the best coaching institute for the GATE?,1
43309,43309,86254,86255,Who are your favorite Quorans?,Who are your favorite Quorans of all time and why?,1
281781,281781,553912,553913,Why didn't Norway join the European Union?,Why isn't Norway in the European Union?,1
195295,195295,385471,385472,Do Quora users still see questions that are marked as needing improvement?,Most of my questions are marked as needing improvement. Where can I seek professional help?,1
112040,112040,222150,222151,Who will win the US elections 2016?,"Who will win the us 2016 presidential elections, and give reasons for your answer?",1
184134,184134,363632,363633,How do I stop being infatuated with someone?,How do I stop infatuation?,1
123503,123503,244731,244732,Where is my other gmail accounts?,How can you find all of your Gmail accounts?,1
197598,197598,389985,389986,Are people on Quora concerned with their views and upvotes from a question before answering the question?,Do Quorans think about their upvotes and views from a question before answering that question?,1
149136,149136,295042,295043,"In M.S. Dhoni: The Untold Story, what small details of the movie are true?","Are all the facts shown in the movie ""MSD an untold story"" true?",1
89883,89883,178467,178468,Why did Hillary supporters start riots at Trump rallies?,Why did Trump say that it was Hillary's campaign who started the riots on his rallies?,1
235579,235579,464105,464106,Which is the best SEO Company in Delhi NCR for SEO services?,Looking Best SEO Service in Delhi?,1
391161,391161,764568,764569,Can you be in love with more than one person at the same time? Should you be?,Is it really possible to love 2 people at the same time?,1
180827,180827,357150,357151,What is the best way to study data structures for interviews?,How should I prepare data structures for interviews?,1
357085,357085,699296,699297,How do I advertise on Quora?,Am I allowed to advertise on Quora?,1
391178,391178,764602,764603,Why do we suddenly forget things?,Why do I suddenly forget things?,1
25916,25916,51685,51686,How do I get along with my teacher in university?,What is the best way to get along with your teachers?,1
46186,46186,91963,91964,What are some of the best novels that should be read by everyone?,What are some of the best novels everyone should read?,1
209625,209625,413493,413494,What are the best ways to win a fight?,How do you win fights?,1
114568,114568,227131,227132,What is dissertation writing service?,What is a good dissertation writing service?,1
292699,292699,575035,575036,Is time travel still theorized as being possible?,Is time travel theoretically possible?,1
119632,119632,237092,237093,What were your impressions of Hillary Clinton's acceptance speech at the DNC?,What do you think of Hillary Clinton's acceptance speech at the 2016 DNC? What were the main themes?,1
204895,204895,404249,404250,When is the right time to lose virginity?,What is the right time to lose your virginity?,1
205146,205146,404743,404744,How do you earn money from internet?,What is the easiest way to earn money from online?,1
227822,227822,448973,448974,Is Melania Trump a trophy wife?,"Is Melania Trump a Gold Digger seeking rich men, or a trophy wife sought by rich men?",1
32936,32936,65643,65644,"How do I get rid of this ""mummy"" tummy?",How do I get rid of the awful post natal stretch marks and my crumpled tummy?,1
231030,231030,455244,455245,How do I gain confidence?,How do I gain self-confidence?,1
85666,85666,170130,170131,What great movies had the most disappointing endings?,What are some of the most disappointing endings in movie history?,1
354314,354314,693975,693976,How do startups attract their first customers?,How do successful startups attract customers?,1
69325,69325,137802,137803,Will India ever host the Olympics?,When would India organise Olympic Games? Which city will be the best to host the event?,1
381238,381238,745587,745588,How much is possible to make career good by switching from advertising to game design studio?,How much possibilities to make career good by switching from advertising to game design studio?,1
86197,86197,171184,171185,In the US what rights does a women have that a man does not have?,"In the US, what are the rights women have that men don't have?",1
159078,159078,314549,314550,What are you tired of?,What are you sick and tired of?,1
272321,272321,535550,535551,How do I start preparation for IAS?,How do I start preparation for upsc exams?,1
392293,392293,766736,766737,"If Donald Trump is elected President, will he turn out to be worse than Barack Obama?","If Donald Trump is president, will he turn out to be worse than Barack Obama?",1
186558,186558,368382,368383,Why is that an iPhone has no lagging time?,Why doesn't an iPhone lag?,1
137048,137048,271340,271341,What are the best hotels in Rajasthan?,What is the best hotel in Rajasthan?,1
400440,400440,782299,782300,What are the best things in Pune?,What are the best things you can do in Pune?,1
369675,369675,723439,723440,How do I change my profile pic on Quora?,How do you change your profile picture?,1
27973,27973,55776,55777,What NGOs in Bangalore can I volunteer with on weekends or holidays?,What are some NGOs for volunteer work or a short internship in bangalore?,1
67686,67686,134559,134560,How would Donald Trump's win affect India?,Donald Trump has won the presidency election. How does it affect US relations with India?,1
364531,364531,713575,713576,How does a woman rape a man?,Why would a woman rape a man?,1
159324,159324,315034,315035,When will my questions be answered?,When will I get my question answered?,1
213925,213925,421864,421865,How can I get my hair to be healthy?,How do I keep my hair healthy?,1
47586,47586,94745,94746,What are some mind-blowing safe wallets 2016 that exist that most people don't know about?,What are some mind-blowing safe wallets that exist that most people don't know about?,1
227098,227098,447569,447570,Who has paid to have a resume written for them?,Has anyone paid to have a resume written for them?,1
266336,266336,523959,523960,How can inquiries be removed from credit report?,Is it possible to remove hard credit inquiries from your credit report?,1
37355,37355,74429,74430,What is the fastest way to lose weight safely?,How do I lose weight fast?,1
2237,2237,4474,4475,Why did people think that Donald Trump will be a good president and voted for him?,Why is Donald Trump so popular?,1
180162,180162,355857,355858,Can a wizard propel spaceships?,Can a sorcerer propel spaceships?,1
75983,75983,150979,150980,What will be the effect of possible war between India and Pakistan on Indian Stock market?,How will the indian economy be affected if there is a war between India and Pakistan?,1
141451,141451,279979,279980,"How did Hitler come to power, and eventually persuade so many people to agree with his Anti-Semitic ideology?","How could Hitler ''brain wash'' so many people, and persuade them to agree with his ideology?",1
173688,173688,343162,343163,What should I do to prepare for the upcoming nuclear apocalypse (for a noob)?,What is the best way to prepare yourself for the upcoming apocalypse?,1
318291,318291,624525,624526,How is it to be childfree? How does your life look?,What Is life like being childfree?,1
327721,327721,642751,642752,What are the different parts that make up your leg? What function do they serve?,What are the different parts that make up your leg?,1
275661,275661,542019,542020,I want to learn web page development and become a freelancer web page developer. What should I do?,"I want to learn web development to freelance, what do I do?",1
166991,166991,330047,330048,What are some of your favorite books?,What are your favourite books?,1
129218,129218,255966,255967,What problems and challenges are faced by a Business Analyst?,What are some real life challenges you faced as a business analyst?,1
328895,328895,592779,645024,What are some of the worst business decisions of all time?,What are some of the worst business decisions in history?,1
231954,231954,457032,457033,What is the strangest/weirdest/wildest thing you have ever done? What do you wish to do?,What is the wildest thing you have ever done in your life?,1
21122,21122,42138,42139,Do you have to submit letters of recommendation for each university in the Common App?,Can I submit the same recommendation letter for all colleges in the common app?,1
313009,313009,614360,614361,What if my guy says he is possessive but nit insecure?,What if my guy says he is possessive but not insecure?,1
166398,166398,328885,328886,What is the scope for MBA operations management in India?,What are the prospects of Operations Management in India?,1
68101,68101,135382,135383,What is a governmentand what are its basic functions?,What is a government and what are its basic functions?,1
42897,42897,85437,85438,How do I Break up with fiancé?,Is there any way in which I might break up with my girlfriend but hurt her less?,1
276378,276378,543409,543410,Is it just as sexist to support Hillary Clinton because she is a woman as to not support her because she is?,"Why is it OK to vote for Hillary Clinton because she is a woman, but not OK to not vote for her because she is a woman?",1
191927,191927,378898,378899,Will I ever find someone that'll love me as an introvert?,Will I ever find someone who loves me ? I'm an introvert with 0 friends?,1
218658,218658,431103,431104,How can I start preparing for ias exam? I have 4 yrs.,"I wanna start preparing for ias exam, how should I proceed?",1
233989,233989,461004,461005,What are the most popular tourist destinations?,Which are the most popular tourist destinations in the world and why are they popular?,1
325121,325121,637729,637730,What if money didn't matter?,What would you do if money didn't matter?,1
377798,377798,738984,738985,What day in your life did you consider to be the best day ever?,How did you spend the best day of your life?,1
222348,222348,438269,438270,How do you delete your Yahoo email account?,What are some ways to delete my Yahoo Mail account permanently?,1
342741,342741,671777,671778,What does Jimmy Wales think of this?,What does Jimmy Wales think of?,1
122423,122423,242594,242595,How do I contact a hacker?,Where can I find a professional hacker?,1
289952,289952,569717,569718,What is uses of Die steel?,Application of die steel?,1
241118,241118,474933,474934,How can a mosquito fly inside a moving car?,How do mosquitoes fly in a moving car or train?,1
13810,13810,27568,27569,What are some mind-blowing science home tricks that most people don't know about?,What are some interesting home science experiments that exist that most people don't know about?,1
380242,380242,743678,743679,What’s your top 10 list of horror movies?,What are the 10 greatest horror movies of all time?,1
244443,244443,481407,481408,What was the weirdest first date you have ever had?,What was the weirdest dating experience you have ever had?,1
80889,80889,160680,160681,What are good programming language to start with before I advance?,What is the best computer programming language to learn first?,1
395184,395184,772256,772257,Is Donald Hoffman’s interface theory of perception true?,Is interface theory of perception true?,1
289464,289464,568770,568771,How would demonetizing 500 and 1000 rupee notes and introducing new 2000 rupee notes help curb black money and corruption?,How banning 500 and 1000 rupees note will curb the corruption and black money in India?,1
396583,396583,774937,774938,What useful thing can I learn right now?,What are some useful skills I can learn in minutes?,1
109307,109307,216762,216763,How much data can the human brain store? Will it ever run out of memory?,Can the brain ever run out of memory?,1
279627,279627,549727,549728,How can I get rid of a huge house fly?,How do I get rid of baby flies in my house?,1
237422,237422,467699,467700,Who is going to be the next president of USA?,Do you think Donald Trump or Hillary Clinton will be the next president of the US?,1
302273,302273,593615,593616,How much tax do a non resident earning 60000$/annum have to pay in USA?,Being a non resident in USA How much tax do I have to pay if I earn 60000 $ per annum?,1
86878,86878,172529,172530,How can I become a mysterious person?,How do I become a mysterious person?,1
356527,356527,698220,698221,How do I know whether my phone is hacked or not?,How can I check if my Android mobile is hacked or not?,1
50860,50860,101232,101233,What are the economic implications of banning 500 and 1000 rupee notes?,"What would be the effect on the Indian economy after banning 500 and 1,000 notes?",1
316299,316299,620685,620686,What are some nonsense Hollywood movies?,What are some of the most nonsensical Hollywood movies?,1
334030,334030,654942,654943,Will Trump enlist European militias to go after the families of terrorists?,Will Trump form a coalition to go after the families of terrorists?,1
216285,216285,426468,426469,Can hamsters eat peanuts? Are they harmful for them in any way?,Can hamsters eat grapes?,1
220000,220000,433708,433709,What Percentage of men prefer carpeted floors over hardwood?,What percentage do men prefer carpeted floors over hardwood floors?,1
189380,189380,373905,373906,Can Instagram be hack?,Can Instagram be hacked?,1
61531,61531,122371,122372,"What is the meaning and origin of the idiom ""once in a blue moon""?","What is the source of the expression ""once in a blue moon""?",1
57470,57470,114341,114342,IPhone 7 or iPhone 6s which phone shall I buy?,Should I buy the iPhone 7 or the iPhone 6S?,1
117430,117430,232754,232755,Should people over 89 not be allowed to vote?,Should people over 88 not be allowed to vote?,1
259093,259093,509917,509918,What is the difference between the current account deficit and the trade deficit?,What is the difference between current account deficit and balance of trade?,1
92100,92100,23850,182861,What's an interesting secret you care to share anonymously?,What is the one secret you can never share with anyone?,1
39789,39789,79260,79261,What are some best dialogues in GVM movies?,What are some of the best dialogues in GVM movies?,1
70133,70133,139396,139397,How can I make fried ice cream?,How do people fry ice cream?,1
297214,297214,583792,583793,How does a gas changes into solid?,How does gas change to solid?,1
121878,121878,241522,37823,How good is to work at Google?,What is it like to work at Google?,1
105166,105166,208597,208598,What is an anti-social behavior? How do you report an anti-social behavior?,How can I report an anti social behavior?,1
182383,182383,360208,360209,What are some lessons from history that we are not learning?,What lessons are we NOT learning from history?,1
317962,317962,623891,623892,Can anybody achieve an orgasm without ejaculation and how?,Is ejaculation without orgasm normal?,1
152485,152485,301615,301616,What do average Pakistanis think of Americans?,What do Pakistani think about Americans?,1
84271,84271,167371,167372,How do I personal message someone on Quora?,How do I send another person a message on Quora?,1
327961,327961,643217,643218,Can a man love multiple women?,Is it possible for a man to love two women sincerely?,1
319532,319532,626916,626917,Will someone help me get a job?,Who can help me get a job?,1
28112,28112,56054,56055,How do I become extremely extrovert person if I am an introvert person?,How can an introvert person become extrovert?,1
163038,163038,322323,322324,What are some mind-blowing examples of Amazon leadership principles that you have seen exhibited by its employees?,What are some mind blowing examples of Amazon leadership principles that you have seen exhibited by its employees?,1
23106,23106,46099,46100,What is a monopoly?,What is monopoly?,1
118232,118232,234338,234339,Why does China support Pakistani terrorism?,Why did China support Pakistan? Does it support terrorism?,1
78300,78300,155557,155558,How long do top writers on Quora spend on their answers?,How long do Top Writers spend for answering a single question?,1
127888,127888,253347,253348,What will happen if we achieve the speed of light?,What will happen if we somehow reach the speed of light?,1
13992,13992,27932,27933,How can I meet Modi?,"How can a common, middle-class young Indian meet Prime Minister Narendra Modi?",1
161946,161946,320179,320180,What is the number one reason people get tattoos?,"Why do people get tattoos, and what purpose do they serve?",1
298690,298690,586676,586677,Why do some Italian Football players are so loyal to only one club for all of their life?,Why do many Italian football players have played only for one club during their career?,1
309557,309557,607688,607689,Who can help me to get a green card?,How can I get a green card to live and work in the USA?,1
55241,55241,109909,109910,Can someone explain the differences between spiritualism and religion?,What is the difference between spirituality and religion?,1
337731,337731,662108,662109,What made you want to join Quora?,What made you to join Quora?,1
58934,58934,117235,117236,What kind of tools and weapons did the Apache tribe use?,What kind of weapons did the Apache tribe used?,1
301031,301031,591210,591211,Who will win the 2016 presidential election?,Who do you think will win the 2016 presidential election?,1
219605,219605,432940,432941,Android phone is best up to range of 15000?,Which is best smartphone below 15000?,1
108886,108886,215931,215932,Why do you use Linux Mint?,What can I start doing with Linux Mint?,1
349983,349983,685650,685651,What is zakat used for?,How can Zakat be used?,1
98207,98207,194909,194910,How do I lose weight fast?,How can I lose weight quickly?,1
370331,370331,724701,724702,How can I create a rocket?,How do I make a liquid fuelled rocket?,1
131207,131207,259874,259875,How do I get better at physics?,How can I be better at physics?,1
395321,395321,772510,772511,Will time travel ever become possable?,Is it possible to travel time with real life?,1
136024,136024,269330,269331,Which is your favourite Tv serial?,What is your favourite TV show?,1
219325,219325,432396,432397,How do I do commodity trading?,What is the best way to do commodities trading?,1
45388,45388,90380,90381,Is sex important in life?,How much sex is important in life?,1
141395,141395,279870,279871,What is the best explanation for why men should not hit women?,Why is it not okay for men to hit women?,1
385385,385385,753532,753533,What are the major human caused threats to biodiversity? How can we solve this threats?,What are human impacts on biodiversity?,1
286168,286168,562392,562393,How can I speak fluent english and get confident?,How can I speak fluent English with accuracy?,1
146090,146090,289074,289075,What is pay for deck cadets in maersk and what is the waiting time and how is the food onboard? ☺?,What is pay for deck cadets in maersk and what is the waiting time and how is the food onboard? ☺,1
204546,204546,403568,403569,How can I make good gazpacho?,How do I make Gazpacho?,1
165606,165606,327337,327338,"Who is winning the presidential election, Trump or Clinton?","Who's winning the election, Trump or Clinton?",1
361193,361193,707194,707195,Interviewing: What are the ways to face interview?,How can we face an interview?,1
245805,245805,484072,484073,How was education during the Japanese occupation like in Singapore?,How was education in Singapore during the Japanese occupation?,1
70117,70117,139365,139366,Which is the best branding agency?,Which are the best branding agencies?,1
254095,254095,500180,500181,Why are Indian parents so conservative?,Why are most Indian parents so conservative?,1
163417,163417,323068,323069,How do I make money from a YouTube channel?,How can I make money fast from Youtube?,1
149611,149611,295979,295980,What are some unknown computer tricks and hacks?,What are some good computer tricks that are not commonly known? AnswerRe-Ask,1
183490,183490,362366,362367,Is it better to have loved and lost than to have never loved at all?,Do you really think it's better to have loved and lost than to never have loved at all?,1
399798,399798,781076,781077,What is the most important thing to do in life?,"What are the most important things to do, and not to do in life?",1
362698,362698,710071,710072,Can you recommend a video game/geek subscription box service that ships to Europe?,What subscription box services would you recommend for people in Europe?,1
347153,347153,680231,680232,What is the importance of political correctness?,Why is political correctness important?,1
112283,112283,222625,222626,What's the difference between genuine leather and bonded leather?,What is the difference between bonded leather and genuine leather? What are their similarities?,1
302558,302558,594164,594165,Why is the NDTV news channel banned for one day on 9th of this month?,Why has NDTV been banned for a day?,1
100386,100386,199197,199198,How do I improve on my public speaking skills?,How do you improve speaking skills in public?,1
204843,204843,404147,404148,Why is my iPod Touch not turning on?,Why is my iPod touch not turning on or charging? How can I solve this?,1
34561,34561,68874,68875,Why is Manaphy complaining?,Why is Manaphy whining like a baby?,1
134241,134241,265839,265840,How can I improve my speaking?,What should I do to improve my spoken English?,1
352325,352325,690151,690152,How good is to work at Google?,What’s it like working at Google?,1
132160,132160,261755,261756,What are the best answers in Quora?,What was the best Quora answer?,1
243897,243897,480346,480347,What are some good novels a 22 year old should read?,What are some good books for a 22-year-old to read?,1
117890,117890,233661,233662,What's your feeling on the fact Hillary Clinton won popular vote while losing the election?,How is Hillary Clinton winning popular vote but didn't win election?,1
293341,293341,576274,576275,How did you catch your spouse cheating?,How do I find out my wife is cheating?,1
355420,355420,696096,696097,Where can I find all my anonymous questions and answers on Quora?,Where can I find my anonymous questions and answers?,1
390544,390544,763390,763391,Which are the best Herbalife flavors?,What are some of the most popular Herbalife shake flavors?,1
135158,135158,267632,267633,Why aren’t submarines obsolete with the modern detection equipment?,Are submarines obsolete in a modern naval battle?,1
177584,177584,350792,350793,If light has no mass how do black holes absorb it?,"If light does not have mass, then how can it be absorbed by a black hole?",1
59297,59297,117952,117953,Which is the best Bollywood flim in this year 2016?,Which are the best Bollywood movies in 2016?,1
265578,265578,522495,522496,"What is the Sahara, and how do the average temperatures there compare to the ones in the Patagonian Desert?","What is the Sahara, and how do the average temperatures there compare to the ones in the Chihuahuan Desert?",1
80401,80401,159713,159714,How could I increase my height?,How do I increase the height?,1
21628,21628,43150,43151,Is making life multi-planetary related to gang stalking?,Is multi-planetary involved with gang stalking?,1
10086,10086,20140,20141,Would Donald Trump make a good U.S president? Why or why not?,"Could Donald Trump actually be a good president, even better than Hillary Clinton would be?",1
356020,356020,697250,697251,Who is the most academically qualified cricketer?,Who are some of the most academically qualified cricketers?,1
79056,79056,157049,157050,What is the reason behind abrupt removal of Cyrus Mistry?,What was the reason behind the removal of Cyrus P. Mistry from the position of Chairman of The Tata group?,1
233925,233925,460881,460882,What is your favorite thing about Donald Trump?,Are there any good things about donald trump?,1
337804,337804,662249,662250,What are some of the best substitutes for wine in cooking?,What is a good substitute for red wine in cooking?,1
50585,50585,100689,100690,What are the possible implications of Demonetization of 500 and 1000 rupee notes?,What do you think of abolishing 500 and 1000 Rupee Currency notes by the Indian Government?,1
254623,254623,501202,501203,What does the Higgs field look like?,What would the Higgs field look like if we could measure it?,1
316423,316423,620921,620922,How were the Pyramids of Giza built?,How were the pyramids in ancient Egypt built?,1
197183,197183,389167,389168,Is it possible to get pregnant if a couple is trying just 4 days before her menstrual cycle?,Can you get pregnant a couple days before your period?,1
109270,109270,216688,216689,Is it a crime to love someone?,"If I love someone, is it a crime?",1
80586,80586,160078,160079,What should one not do at IIT?,What one should not do in IITs?,1
243604,243604,479777,479778,Time Travel Is It Possible?,Will time travel be possible in future?,1
296680,296680,582760,582761,How can I grow taller fast?,In what ways can I grow taller?,1
356365,356365,697912,697913,What makes Joaquin Phoenix a good actor?,Is Joaquin Phoenix the greatest actor of this generation?,1
363177,363177,710979,710980,How deep is vagina?,"How deep are women’s vaginas, when unstretched?",1
394550,394550,771051,771052,How can I get rid of my acne caused by stress?,What are the best ways to get rid of acne?,1
212168,212168,418446,418447,What are some unanswerable questions?,What is the one unanswerable question?,1
205101,205101,404655,404656,Should I start learning how to code as a 15yo?,Should I start learning how to program/code as a teenager?,1
213880,213880,421777,421778,Why are the richest people in the UK mostly immigrants?,Why do many of the richest people in the UK have foreign backgrounds?,1
364831,364831,714153,714154,What is Eid al-Adha?,Why is Eid al-Adha celebrated?,1
137313,137313,271866,271867,Which is the best site to download mechanical engineering eBook?,What is the best site for downloading engineering ebooks?,1
320759,320759,629287,629288,How do I increase my height after 16?,How do I increase my height?,1
282526,282526,555345,517124,Is the institution of marriage really worth it?,Is marriage worth it?,1
24884,24884,49637,49638,What is the surgical strike?,What do you mean by surgical strike?,1
283086,283086,556431,556432,What is the best way to learn to play piano?,How can I learn how to play the piano?,1
261508,261508,514590,514591,What are gummies made out of and how are they made?,What are gummy bears made of? How are they made?,1
209791,209791,413819,413820,What are the recommended books for the IELTS exams?,How do I prepare for IELTS exam and what are the books recommended for its preparation?,1
218882,218882,431538,431539,Where is your favorite place you have traveled to?,What is your favorite place you've ever traveled and why?,1
128707,128707,254961,254962,Which app is the best educational app?,What are the best educational apps?,1
89970,89970,178639,178640,What is a cheap healthy diet I can keep the same and eat every day?,Is it healthy to eat bread every day?,1
335884,335884,658540,658541,How do I stop my Pug/Cavalier mix from humping my furniture?,How do I stop my Miniature Pinscher/Chihuahua mix to stop humping my furniture?,1
294081,294081,577714,577715,How do Ibibo employees feel about MakeMyTrip acquiring Ibibo?,How do Ibibo Group employees and investors feel about their all-stock acquisition deal now that MakeMytrip stock is up 44%?,1
3317,3317,6632,6633,How do you know if you've fallen for someone?,How do know that you are in love?,1
31479,31479,62750,62751,What are some examples of terrestrial biomes?,What is a terrestrial biome? What are some examples?,1
309353,309353,607290,607291,What's the best metaphor ever?,What are the best metaphors?,1
107016,107016,212245,212246,How do I hack someone's icloud account?,How do you hack icloud?,1
38285,38285,76275,76276,How do I add question details digitally on Quora?,Is there a way to edit your question details before submitting the question first?,1
302433,302433,593921,593922,How can one defend oneself against an aggressive dog?,How do you protect yourself against an aggressive dog?,1
378031,378031,739432,739433,What are some of the best part time jobs to do from home?,What is a part-time job that I can do from home?,1
62307,62307,123913,123914,How much do you know about China?,How do you know about China?,1
299872,299872,588972,588973,Are Pakistan and India engaged in cold war now?,Is there a cold war between Pakistan and India?,1
136444,136444,270145,270146,What are the differences between green apples and red apples?,Is there a nutritional difference between red and green apples?,1
241409,241409,475502,475503,What should do to reduce hair fall?,What should I do to stop hair fall?,1
282105,282105,554536,554537,Any ideas on what to do if I'm bored?,I'm bored. How do I not be?,1
117272,117272,232446,232447,"Is it true that the new INR 2,000 notes will be embedded with a Nano GPS chip?",Is it true that ₹ 2000 currency notes in India are embedded with GPS chips? Can it be done at all?,1
213901,213901,421818,421819,What are some tips for becoming a more avid reader?,How do i become an avid reader?,1
264793,264793,520974,520975,What is the difference between Static Websites and Dynamic Websites?,What is the difference between a dynamic and a static website?,1
91987,91987,182636,182637,What are some mind-blowing outdoor gadgets tools that most people don't know about?,What are some mind-blowing outdoor adventure tools that most people don't know about?,1
379672,379672,742585,742586,Can an infinite amount of dark or vacuum or gravitational energy be created with expansion?,If vacuum gravitational and dark energy are created as universe expands without limit?,1
17431,17431,34789,34790,What movies are on your 2016 top 10 list?,What are the top 10 movies of 2016 (any genre)?,1
78355,78355,155666,155667,What's your opinion about John Pilger's documentary The Coming War on China?,What do you think about John Pilger's new film The Coming War On China?,1
224095,224095,441684,441685,How to prepare for class 11 cbse?,How can I prepare for class 11 CBSE?,1
355823,355823,696866,696867,Why do people try to ask silly questions on Quora rather than googling it?,Why do some people ask questions on Quora that could be asked directly to a search engine ?,1
311888,311888,612198,612199,What is the minimum penis size a 'size queen' prefers?,What penis size do women prefer?,1
192225,192225,379481,379482,Is Zee News biased towards BJP?,Is Zee news a BJP owned channel?,1
111860,111860,221796,221797,What are the best habits to have?,What are some of the best habits to have?,1
150318,150318,297370,297371,How can I make money from Facebook?,How can Facebook and Twitter make money for you?,1
22043,22043,43979,43980,Hong Kong: What was it like to live in Kowloon Walled City?,What's it like inside the Kowloon Walled City?,1
182090,182090,359630,359631,What is the best strategy for political science & international relations optional for upsc mains exam?,[UPSC] : Which paper of political science & international ralations should be studied first as optional subject?,1
122741,122741,243225,243226,Have you ever worked as an escorte?,Have you ever worked as an escort?,1
393289,393289,768632,768633,What are the functional differences between veins and arteries?,What is the difference between veins and arteries?,1
72173,72173,143435,143436,What are some free alternatives to Aha.io?,What are some alternatives to Aha.io?,1
112058,112058,222185,222186,What is an incomplete flower? What are some examples?,What are some examples of an incomplete flower?,1
35885,35885,71502,71503,Why are some men attracted to breasts is there any psychological reason to it?,Why do men get so attracted to women's breasts?,1
47108,47108,93794,93795,Which is the top ten must read books you recommend?,What is the top ten must read books that you recommend?,1
155285,155285,307106,307107,How can one move on after a breakup?,How do you move on after a break up?,1
297856,297856,585048,585049,What is the scope of digital marketing in India in the future?,Wat will be the future of digital marketing in india?,1
227729,227729,448792,448793,How effective is scrapping 500 and 1000 rupee notes? Will it reduce black money?,How banning 500 and 1000 rupee can affect black money?,1
146280,146280,289443,289444,Is nuclear energy considered be renewable or non-renewable?,"Is nuclear energy ""renewable energy""?",1
37513,37513,74744,74745,I want to learn new things everyday. How can I start?,I want to learn something new everyday. What can it be and how can I change my attitude to do so?,1
175538,175538,346789,346790,What are the application of Composite I section beams?,What are the application composite I section beams?,1
351877,351877,689285,689286,How can I play a 4k video on my pc?,How do I play 4k videos on PC?,1
140994,140994,279083,279084,What is the most important thing life?,What is the best thing about life?,1
46705,46705,92993,92994,Loopholes of the new policy to withdraw 500 and 1000 currency notes?,What are loopholes of issuing 2000 notes instead of 500 and 1000 notes?,1
234698,234698,462393,462394,Why do republicans not believe in climate change?,Why do the Republicans deny climate change?,1
47521,47521,94615,94616,How can you get rid of side stitch?,How can you get rid of side stitches?,1
343848,343848,673905,673906,What are the withdrawal symptoms from OxyContin?,What are some withdrawal symptoms of OxyContin?,1
76706,76706,152409,152410,What is the best laptop within 60k available in India?,What are the best laptops for under 60k rs?,1
174860,174860,345460,345461,"Does it mean I'm still going through puberty if I am still growing a bit of hair on my chest and darker thicker hair on my, arms?",Does it mean I'm still going through puberty if I am still growing a bit of hair on my chest and darker thicker hair on arms?,1
331977,331977,650977,650978,What do you think of the answers on Quora?,What do you think about the answers on Quora?,1
269748,269748,530570,530571,How long does it take to die from drowning?,How long does it take for a person to drown?,1
228721,228721,450732,450733,Suicide: What is the most quick and effective way to kill yourself?,What's a quick way to kill yourself?,1
284305,284305,558786,558787,Which theories and findings of memory should be considered when making a successful advertisement and why?,Which theories and findings of memory should be considered when making a successful advertisement?,1
181983,181983,359419,359420,What is the best way to make our parents feel proud?,How can I make my parents proud?,1
101830,101830,202041,202042,What do you think of Egypt?,What do you think of when you think of Egypt?,1
151112,151112,298928,298929,How is black money curbed with the ban of 1000 rupee notes and introducing new 500 and 2000 rupee notes?,How will the ban on 500 and 1000 rupee note stop black money?,1
261524,261524,514621,514622,I told a girl that's in a relationship that I liked her and she says she never know what's going to happen to her relationship. What does that mean?,I told a girl in a relationship that I liked her and she says she never know what's going to happen to her relationship. What does that mean?,1
319853,319853,627540,627541,How will the implementation of GST bill impact the lives of common people?,What is the effect of GST bill on a common man?,1
251745,251745,495612,495613,Why is Saltwater taffy candy imported in Germany?,Why is Saltwater taffy candy imported in Laos?,1
15131,15131,30203,30204,What is the difference between a public limited company and a private limited company?,"What is the difference between different types of companies like private limited company, public limited company, etc.?",1
253445,253445,498915,498916,What are your New Year's resolutions for 2017?,What should be my resolution for 2017?,1
84858,84858,168536,168537,Can your soul cause your body to heat up or burn?,Is it true that the soul can cause the body to combust?,1
163829,163829,323878,323879,What is gravitational waves in laymen's terms?,What are gravitational waves and what is their significance?,1
403001,403001,787226,787227,How many states in America wanna be independent?,How many states in America wanna to be independent?,1
136982,136982,271210,271211,What would be the best programming language to DIY learn today?,What is the best programming language to learn(in your opinion)?,1
40328,40328,80327,80328,What are the differences between geometry and algebra?,What are the differences between algebra and geometry?,1
395239,395239,772358,772359,I have a valid student visa for the UK and I want to travel back to the UK to meet my friend there. Can I travel to the UK with my valid student visa (considering the fact that my university degree is over)?,"Can I travel to the UK with my valid student visa (considering the fact that my unversity course is over, but I have not yet obtained my degree)?",1
380744,380744,744645,744646,How do bananas help to whiten teeth?,How can banana peels whiten teeth?,1
113252,113252,224536,224537,Why did Arnab Goswami resign from Times Now?,Why Arnab Goswami resigned from TimesNow?,1
57583,57583,114565,114566,How the admission officers know if a student lies on his/her college admission or not?,"How do admission officers know if a student is lying on a college application, or not?",1
150856,150856,298424,298425,What are the best smartphones under 15K in 2016?,What's the best smartphone I can get under rs. 15000?,1
362925,362925,710497,710498,How do I enhance my English?,HOw do I speak Fluent English?,1
41451,41451,82563,82564,How do I start a company with no money?,Is it possible to start a business with little to no money? How?,1
